,location,total_sqft,bath,price,bhk
6312,Ramamurthy Nagar,1050.0,2.0,51.66,2
6313,Ramamurthy Nagar,2916.0,5.0,230.0,4
6314,Ramamurthy Nagar,2316.0,3.0,125.0,3
6315,Ramamurthy Nagar,900.0,4.0,70.0,4
6316,Ramamurthy Nagar,1101.0,2.0,50.0,2
6317,Ramamurthy Nagar,1150.0,2.0,40.0,2
6319,Ramamurthy Nagar,1050.0,2.0,37.8,2
6320,Ramamurthy Nagar,935.0,2.0,39.0,2
6321,Ramamurthy Nagar,1200.0,2.0,68.0,2
6322,Ramamurthy Nagar,540.0,1.0,35.0,1
6323,Ramamurthy Nagar,960.0,2.0,35.0,2
6324,Rayasandra,1314.0,2.0,63.0,3
6325,Rayasandra,1373.0,3.0,72.0,3
6326,Rayasandra,1639.0,3.0,83.0,3
6327,Rayasandra,1065.0,2.0,44.95,2
6328,Rayasandra,1708.0,3.0,75.0,3
6329,Rayasandra,1016.0,2.0,58.0,2
6330,Rayasandra,1199.0,2.0,48.5,3
6331,Rayasandra,1577.0,3.0,67.0,3
6332,Rayasandra,1253.0,2.0,57.0,2
6333,Rayasandra,583.0,1.0,26.9,1
6334,Rayasandra,1198.0,2.0,54.0,2
6335,Rayasandra,1555.0,3.0,75.17,3
6336,Rayasandra,1458.0,3.0,60.0,3
6337,Rayasandra,1179.0,2.0,55.0,3
6338,Rayasandra,1601.0,3.0,70.0,3
6339,Rayasandra,1708.0,3.0,76.0,4
6340,Rayasandra,470.0,1.0,21.0,1
6341,Rayasandra,3600.0,5.0,145.0,5
6342,Rayasandra,1200.0,3.0,65.0,5
6343,Rayasandra,1357.0,2.0,59.0,3
6344,Sahakara Nagar,2830.0,3.0,195.0,4
6345,Sahakara Nagar,1500.0,2.0,95.0,3
6346,Sahakara Nagar,1100.0,2.0,56.0,2
6347,Sahakara Nagar,1219.0,2.0,48.0,2
6348,Sahakara Nagar,1200.0,4.0,130.0,4
6349,Sahakara Nagar,1100.0,2.0,75.0,3
6350,Sahakara Nagar,1655.0,3.0,115.0,3
6351,Sahakara Nagar,1150.0,2.0,54.0,2
6352,Sahakara Nagar,1270.0,2.0,69.85,2
6353,Sahakara Nagar,960.0,2.0,56.0,2
6354,Sahakara Nagar,1048.0,2.0,50.0,2
6355,Sahakara Nagar,1160.0,2.0,55.0,2
6356,Sahakara Nagar,1200.0,2.0,75.0,3
6357,Sahakara Nagar,2500.0,4.0,200.0,4
6358,Sahakara Nagar,1914.0,3.0,179.0,3
6359,Sahakara Nagar,1500.0,3.0,125.0,3
6360,Sahakara Nagar,1100.0,2.0,55.0,2
6361,Sahakara Nagar,1914.0,3.0,149.0,3
6362,Sahakara Nagar,1000.0,2.0,60.0,2
6363,Sahakara Nagar,2200.0,3.0,98.0,3
6364,Sahakara Nagar,1175.0,2.0,49.0,2
6365,Sahakara Nagar,1370.0,2.0,90.0,3
6366,Sahakara Nagar,1100.0,2.0,55.0,2
6367,Sahakara Nagar,1100.0,2.0,75.0,3
6368,Sahakara Nagar,1180.0,2.0,72.0,2
6369,Sahakara Nagar,1200.0,2.0,60.0,2
6370,Sahakara Nagar,1032.0,2.0,45.0,2
6371,Sahakara Nagar,1270.0,2.0,96.0,2
6372,Sahakara Nagar,1201.0,2.0,80.0,2
6373,Sahakara Nagar,1200.0,2.0,54.0,2
6374,Sahakara Nagar,1291.0,2.0,72.3,2
6375,Sanjay nagar,1000.0,2.0,70.0,2
6376,Sanjay nagar,1100.0,2.0,98.0,2
6377,Sanjay nagar,1150.0,2.0,72.2,2
6378,Sanjay nagar,1800.0,3.0,180.0,3
6379,Sanjay nagar,630.0,1.0,35.0,2
6380,Sanjay nagar,3300.0,3.0,250.0,5
6381,Sanjay nagar,1900.0,2.0,180.0,3
6382,Sanjay nagar,1575.0,2.0,90.0,2
6384,Sanjay nagar,1200.0,2.0,76.0,3
6385,Sanjay nagar,960.0,2.0,55.0,2
6386,Sanjay nagar,1050.0,2.0,59.0,2
6387,Sanjay nagar,1150.0,2.0,70.0,2
6388,Sanjay nagar,1500.0,3.0,150.0,3
6389,Sanjay nagar,1180.0,2.0,80.0,2
6390,Sarakki Nagar,2121.0,4.0,253.0,3
6391,Sarakki Nagar,2289.0,3.0,260.0,3
6392,Sarakki Nagar,2500.0,4.0,325.0,3
6393,Sarakki Nagar,2145.0,4.0,270.0,3
6394,Sarakki Nagar,1200.0,3.0,128.0,3
6395,Sarakki Nagar,2663.0,4.0,338.0,3
6396,Sarakki Nagar,1840.0,4.0,175.0,3
6397,Sarakki Nagar,3131.0,4.0,349.0,4
6398,Sarakki Nagar,3126.0,5.0,345.0,4
6399,Sarakki Nagar,3124.0,6.0,349.0,4
6400,Sarjapur,2250.0,3.0,148.0,3
6401,Sarjapur,1600.0,3.0,75.0,3
6402,Sarjapur,1242.5,2.0,43.49,2
6403,Sarjapur,913.0,2.0,32.0,2
6404,Sarjapur,1128.0,2.0,60.0,2
6405,Sarjapur,1185.0,2.0,47.0,2
6406,Sarjapur,900.0,2.0,42.0,3
6407,Sarjapur,649.5,1.0,17.535,1
6408,Sarjapur,1020.0,2.0,35.0,2
6409,Sarjapur,1195.0,2.0,42.0,2
6410,Sarjapur,1240.0,2.0,44.0,2
6411,Sarjapur,1550.0,2.0,65.0,4
6412,Sarjapur,950.0,2.0,32.5,2
6413,Sarjapur,1285.0,2.0,68.0,3
6414,Sarjapur,1525.0,2.0,48.0,3
6415,Sarjapur,925.0,2.0,25.0,2
6416,Sarjapur,3190.0,3.0,160.0,4
6417,Sarjapur,1215.0,2.0,40.0,2
6418,Sarjapur,2540.0,4.0,115.0,4
6419,Sarjapur,1200.0,3.0,78.0,3
6420,Sarjapur,1000.0,2.0,30.0,2
6421,Sarjapur,1157.0,2.0,40.0,2
6422,Sarjapur,2238.0,3.0,140.0,3
6423,Sarjapur,2020.0,3.0,85.0,3
6424,Sarjapur,2885.0,3.0,185.0,4
6426,Sarjapur,1240.0,2.0,44.3,2
6427,Sarjapur,625.0,1.0,19.0,1
6428,Sarjapur,2585.5,4.0,139.5,4
6429,Sarjapur,940.0,2.0,25.38,2
6430,Sarjapur,2100.0,3.0,125.0,4
6431,Sarjapur,913.0,2.0,36.0,2
6432,Sarjapur,1404.0,2.0,53.35,3
6433,Sarjapur,1830.0,3.0,88.0,3
6434,Sarjapur,1364.0,2.0,56.0,3
6435,Sarjapur,1124.0,2.0,30.35,2
6436,Sarjapur,1044.0,2.0,32.0,2
6437,Sarjapur,650.0,1.0,19.87,1
6438,Sarjapur,1175.0,2.0,42.0,2
6439,Sarjapur,1240.0,2.0,43.1,2
6440,Sarjapur,1170.0,2.0,35.41,3
6441,Sarjapur,1032.0,2.0,42.0,2
6443,Sarjapur,535.0,1.0,20.0,2
6444,Sarjapur,1044.0,2.0,34.0,2
6445,Sarjapur,1200.0,3.0,76.13,3
6446,Sarjapur,1200.0,2.0,62.0,2
6447,Sarjapur,900.0,2.0,27.98,2
6448,Sarjapur,2970.0,3.0,130.0,4
6449,Sarjapur,1205.0,2.0,29.0,2
6450,Sarjapur,850.0,2.0,32.0,2
6451,Sarjapur,1175.0,2.0,41.68,2
6452,Sarjapur,1575.0,3.0,55.0,3
6453,Sarjapur,920.0,2.0,33.0,2
6454,Sarjapur,1445.0,3.0,50.0,3
6455,Sarjapur,1150.0,2.0,41.0,2
6456,Sarjapur,1200.0,2.0,42.6,2
6457,Sarjapur,1333.0,3.0,50.0,3
6458,Sarjapur,1044.0,2.0,36.0,2
6459,Sarjapur,950.0,2.0,35.0,2
6460,Sarjapur,2585.5,4.0,115.0,4
6461,Sarjapur,2172.0,3.0,100.0,3
6462,Sarjapur,633.0,1.0,17.09,1
6463,Sarjapur,1500.0,5.0,95.0,3
6464,Sarjapur,1451.0,2.0,87.0,2
6465,Sarjapur,2400.0,3.0,140.0,4
6466,Sarjapur,1525.0,2.0,68.0,3
6467,Sarjapur,1095.0,2.0,45.0,2
6468,Sarjapur,1425.0,3.0,57.0,3
6470,Sarjapur  Road,2497.0,3.0,140.0,3
6471,Sarjapur  Road,1787.0,3.0,98.29,3
6472,Sarjapur  Road,1787.0,3.0,125.0,3
6473,Sarjapur  Road,984.0,2.0,44.28,2
6474,Sarjapur  Road,1025.0,2.0,36.0,2
6475,Sarjapur  Road,1035.0,2.0,49.2,2
6476,Sarjapur  Road,1863.0,3.0,104.0,4
6477,Sarjapur  Road,1000.0,2.0,67.0,2
6479,Sarjapur  Road,1346.0,2.0,74.03,2
6480,Sarjapur  Road,1195.0,2.0,70.0,2
6481,Sarjapur  Road,1550.0,3.0,100.0,3
6482,Sarjapur  Road,2100.0,3.0,125.0,3
6483,Sarjapur  Road,2230.0,4.0,225.0,4
6486,Sarjapur  Road,1210.0,2.0,58.0,2
6487,Sarjapur  Road,1691.0,3.0,113.0,3
6488,Sarjapur  Road,1278.0,2.0,95.0,2
6489,Sarjapur  Road,2238.0,3.0,140.0,3
6490,Sarjapur  Road,1800.0,3.0,110.0,3
6491,Sarjapur  Road,1115.0,2.0,50.0,2
6492,Sarjapur  Road,1403.0,3.0,55.0,3
6493,Sarjapur  Road,1346.0,2.0,61.92,2
6494,Sarjapur  Road,710.0,1.0,27.0,1
6495,Sarjapur  Road,3335.0,5.0,300.0,4
6497,Sarjapur  Road,1984.0,4.0,146.0,3
6498,Sarjapur  Road,1035.0,2.0,45.0,2
6499,Sarjapur  Road,1128.0,2.0,59.0,2
6500,Sarjapur  Road,1495.0,2.0,64.0,3
6501,Sarjapur  Road,1700.0,3.0,110.0,3
6502,Sarjapur  Road,1157.0,2.0,75.0,3
6503,Sarjapur  Road,1282.0,2.0,72.0,2
6504,Sarjapur  Road,615.0,1.0,17.835,1
6505,Sarjapur  Road,4111.0,4.0,310.0,4
6506,Sarjapur  Road,3430.0,6.0,228.5,4
6507,Sarjapur  Road,3900.0,4.0,300.0,4
6508,Sarjapur  Road,1300.0,2.0,60.0,2
6509,Sarjapur  Road,1000.0,2.0,40.0,2
6510,Sarjapur  Road,1050.0,2.0,62.0,2
6511,Sarjapur  Road,1700.0,3.0,135.0,3
6512,Sarjapur  Road,1691.0,3.0,119.0,3
6513,Sarjapur  Road,1846.0,3.0,140.0,3
6514,Sarjapur  Road,1200.0,3.0,95.0,3
6516,Sarjapur  Road,1929.0,4.0,103.0,3
6517,Sarjapur  Road,1155.0,2.0,58.0,2
6518,Sarjapur  Road,1215.0,2.0,110.0,2
6519,Sarjapur  Road,1819.0,3.0,100.0,3
6520,Sarjapur  Road,1845.0,4.0,110.0,3
6521,Sarjapur  Road,1233.0,2.0,77.65,2
6522,Sarjapur  Road,1525.0,2.0,60.0,3
6523,Sarjapur  Road,4395.0,4.0,242.0,4
6524,Sarjapur  Road,1220.0,3.0,56.0,3
6525,Sarjapur  Road,3750.0,6.0,290.0,4
6526,Sarjapur  Road,1428.0,2.0,66.0,3
6527,Sarjapur  Road,1680.0,3.0,112.0,3
6528,Sarjapur  Road,1255.0,2.0,92.0,2
6531,Sarjapur  Road,1220.0,3.0,58.0,3
6532,Sarjapur  Road,1311.0,2.0,78.0,2
6533,Sarjapur  Road,1220.0,3.0,56.0,3
6534,Sarjapur  Road,1157.0,2.0,75.0,3
6535,Sarjapur  Road,1145.0,2.0,75.0,2
6536,Sarjapur  Road,1152.0,4.0,230.0,4
6538,Sarjapur  Road,1300.0,2.0,70.0,3
6539,Sarjapur  Road,1390.0,2.0,62.0,2
6540,Sarjapur  Road,1725.0,3.0,90.0,3
6541,Sarjapur  Road,1476.0,2.0,98.94,3
6542,Sarjapur  Road,2180.0,3.0,170.0,3
6543,Sarjapur  Road,1084.0,2.0,55.0,2
6544,Sarjapur  Road,1220.0,3.0,62.0,3
6545,Sarjapur  Road,5400.0,4.0,725.0,4
6546,Sarjapur  Road,1750.0,3.0,110.0,3
6547,Sarjapur  Road,1888.0,4.0,95.0,3
6548,Sarjapur  Road,1300.0,3.0,60.0,3
6549,Sarjapur  Road,1200.0,3.0,70.0,3
6550,Sarjapur  Road,2600.0,3.0,200.0,3
6551,Sarjapur  Road,5965.0,5.0,385.0,5
6552,Sarjapur  Road,4000.0,5.0,600.0,4
6553,Sarjapur  Road,685.0,1.0,40.0,1
6554,Sarjapur  Road,944.0,2.0,35.0,2
6555,Sarjapur  Road,915.0,2.0,38.0,2
6556,Sarjapur  Road,2720.0,5.0,210.0,3
6557,Sarjapur  Road,858.0,2.0,31.57,2
6558,Sarjapur  Road,1241.0,2.0,82.0,2
6559,Sarjapur  Road,984.0,2.0,45.91,2
6560,Sarjapur  Road,1400.0,2.0,68.0,2
6561,Sarjapur  Road,3785.0,6.0,280.0,4
6562,Sarjapur  Road,835.0,1.0,46.95,1
6563,Sarjapur  Road,2900.0,3.0,285.0,3
6564,Sarjapur  Road,1280.0,2.0,76.0,2
6565,Sarjapur  Road,1145.0,2.0,49.5,2
6566,Sarjapur  Road,1470.0,3.0,62.0,3
6567,Sarjapur  Road,1263.0,2.0,78.0,2
6568,Sarjapur  Road,1691.0,3.0,98.0,3
6571,Sarjapur  Road,1308.0,2.0,83.0,2
6572,Sarjapur  Road,1592.0,3.0,91.0,3
6573,Sarjapur  Road,1016.0,2.0,45.0,2
6574,Sarjapur  Road,1150.0,2.0,77.0,2
6575,Sarjapur  Road,1965.0,3.0,120.0,3
6576,Sarjapur  Road,2275.0,4.0,180.0,3
6577,Sarjapur  Road,1680.0,3.0,160.0,3
6578,Sarjapur  Road,985.0,2.0,49.0,2
6579,Sarjapur  Road,1418.0,2.0,78.0,2
6580,Sarjapur  Road,1200.0,2.0,93.0,2
6581,Sarjapur  Road,1586.0,3.0,70.0,3
6582,Sarjapur  Road,1260.0,2.0,53.0,2
6583,Sarjapur  Road,1115.0,2.0,60.0,2
6584,Sarjapur  Road,1525.0,2.0,87.0,3
6585,Sarjapur  Road,1346.0,2.0,71.32,2
6586,Sarjapur  Road,3905.0,7.0,290.0,5
6587,Sarjapur  Road,915.0,2.0,37.0,2
6588,Sarjapur  Road,715.0,1.0,29.0,1
6589,Sarjapur  Road,1230.0,2.0,94.5,2
6590,Sarjapur  Road,1043.0,2.0,39.5,2
6591,Sarjapur  Road,1750.0,3.0,99.0,3
6592,Sarjapur  Road,1145.0,2.0,62.0,2
6593,Sarjapur  Road,1500.0,3.0,88.0,3
6594,Sarjapur  Road,1190.0,2.0,50.0,2
6595,Sarjapur  Road,1750.0,3.0,215.0,4
6596,Sarjapur  Road,1846.0,3.0,145.0,3
6597,Sarjapur  Road,1846.0,3.0,155.0,3
6598,Sarjapur  Road,1067.0,2.0,60.0,2
6600,Sarjapur  Road,2383.0,5.0,215.0,4
6601,Sarjapur  Road,1700.0,3.0,95.0,3
6602,Sarjapur  Road,2145.0,3.0,190.0,3
6603,Sarjapur  Road,1230.0,2.0,65.0,2
6605,Sarjapur  Road,1939.0,3.0,98.0,3
6606,Sarjapur  Road,3785.0,5.0,280.0,4
6607,Sarjapur  Road,2556.0,3.0,169.0,3
6608,Sarjapur  Road,1278.0,2.0,90.0,2
6610,Sarjapur  Road,2180.0,3.0,240.0,3
6611,Sarjapur  Road,984.0,2.0,45.91,2
6612,Sarjapur  Road,1305.0,2.0,99.0,2
6613,Sarjapur  Road,1755.0,3.0,122.0,3
6614,Sarjapur  Road,1040.0,2.0,37.0,2
6616,Sarjapur  Road,1000.0,2.0,38.5,2
6617,Sarjapur  Road,4334.0,2.0,338.0,4
6618,Sarjapur  Road,1173.0,2.0,45.75,3
6619,Sarjapur  Road,3930.0,7.0,329.0,5
6620,Sarjapur  Road,1120.0,2.0,50.0,2
6621,Sarjapur  Road,1530.0,2.0,60.0,3
6622,Sarjapur  Road,1700.0,3.0,93.5,3
6623,Sarjapur  Road,1403.0,3.0,56.0,3
6624,Sarjapur  Road,1060.0,2.0,55.0,2
6625,Sarjapur  Road,1455.0,2.0,98.0,3
6627,Sarjapur  Road,1850.0,3.0,140.0,3
6628,Sarjapur  Road,950.0,1.0,39.9,1
6629,Sarjapur  Road,1826.0,3.0,130.0,3
6631,Sarjapur  Road,1115.0,2.0,50.0,2
6632,Sarjapur  Road,1220.0,3.0,58.0,3
6633,Sarjapur  Road,1660.0,2.0,116.0,3
6634,Sarjapur  Road,1700.0,3.0,108.0,3
6636,Sarjapur  Road,1539.0,3.0,85.0,3
6637,Sarjapur  Road,1489.0,2.0,82.0,3
6638,Sarjapur  Road,1550.0,2.0,69.75,3
6639,Sarjapur  Road,539.0,1.0,45.0,1
6641,Sarjapur  Road,1200.0,2.0,75.0,2
6642,Sarjapur  Road,2145.0,3.0,180.0,3
6643,Sarjapur  Road,1115.0,2.0,50.0,2
6644,Sarjapur  Road,1308.0,2.0,58.86,2
6645,Sarjapur  Road,1320.0,2.0,115.0,2
6646,Sarjapur  Road,920.0,2.0,40.0,2
6647,Sarjapur  Road,3044.0,3.0,183.0,3
6648,Sarjapur  Road,1163.0,2.0,62.0,3
6649,Sarjapur  Road,3004.0,4.0,158.0,3
6650,Sarjapur  Road,1877.0,4.0,150.0,3
6651,Sarjapur  Road,1115.0,2.0,43.0,2
6652,Sarjapur  Road,1115.0,2.0,50.0,2
6653,Sarjapur  Road,1229.0,2.0,70.0,2
6655,Sarjapur  Road,1342.0,2.0,70.0,2
6656,Sarjapur  Road,1711.0,3.0,110.0,3
6657,Sarjapur  Road,1484.0,2.0,65.0,3
6658,Sarjapur  Road,1115.0,2.0,50.0,2
6659,Sarjapur  Road,1220.0,3.0,57.0,3
6660,Sarjapur  Road,1050.0,2.0,63.5,2
6661,Sarjapur  Road,1350.0,2.0,102.0,2
6662,Sarjapur  Road,2990.0,4.0,240.0,4
6663,Sarjapur  Road,1035.0,2.0,49.0,2
6664,Sarjapur  Road,1457.0,3.0,85.0,3
6665,Sarjapur  Road,1685.0,3.0,135.0,3
6666,Sarjapur  Road,1350.0,2.0,68.0,2
6667,Sarjapur  Road,1200.0,3.0,70.0,3
6668,Sarjapur  Road,1157.0,2.0,53.99,3
6669,Sarjapur  Road,3800.0,3.0,325.0,4
6670,Sarjapur  Road,1385.0,3.0,55.0,3
6671,Sarjapur  Road,1700.0,3.0,79.9,3
6672,Sarjapur  Road,984.0,2.0,55.0,2
6674,Sarjapur  Road,1500.0,3.0,235.0,4
6675,Sarjapur  Road,1864.0,3.0,105.0,4
6676,Sarjapur  Road,1157.0,2.0,57.84,3
6679,Sarjapur  Road,1320.0,2.0,100.0,2
6680,Sarjapur  Road,1984.0,4.0,145.0,3
6681,Sarjapur  Road,1773.5,2.0,85.125,3
6682,Sarjapur  Road,1800.0,3.0,90.0,4
6683,Sarjapur  Road,3692.0,5.0,340.0,5
6685,Sarjapur  Road,1550.0,2.0,89.0,3
6686,Sarjapur  Road,1150.0,2.0,44.0,2
6687,Sarjapur  Road,1200.0,4.0,95.0,5
6688,Sarjapur  Road,1900.0,4.0,180.0,3
6689,Sarjapur  Road,2425.0,5.0,201.0,4
6690,Sarjapur  Road,1480.0,4.0,169.0,5
6691,Sarjapur  Road,1691.0,3.0,113.0,3
6692,Sarjapur  Road,1400.0,3.0,55.0,3
6693,Sarjapur  Road,2070.0,4.0,160.0,3
6694,Sarjapur  Road,5400.0,3.0,700.0,3
6695,Sarjapur  Road,1220.0,3.0,56.0,3
6696,Sarjapur  Road,1435.0,3.0,90.0,3
6697,Sarjapur  Road,5400.0,4.0,750.0,4
6698,Sarjapur  Road,1194.0,2.0,51.0,2
6699,Sarjapur  Road,1262.0,2.0,67.0,2
6700,Sarjapur  Road,1693.0,3.0,125.0,3
6701,Sarjapur  Road,1826.0,3.0,125.0,3
6702,Sarjapur  Road,1660.0,3.0,116.0,3
6703,Sarjapur  Road,1060.0,2.0,50.0,2
6704,Sarjapur  Road,2750.0,5.0,240.0,4
6705,Sarjapur  Road,1830.0,3.0,119.0,3
6706,Sarjapur  Road,1700.0,3.0,194.0,3
6707,Sarjapur  Road,984.0,2.0,45.91,2
6708,Sarjapur  Road,1929.0,4.0,101.0,3
6709,Sarjapur  Road,1525.0,2.0,65.0,3
6710,Sarjapur  Road,2900.0,4.0,240.0,4
6711,Sarjapur  Road,1059.0,2.0,68.0,2
6712,Sarjapur  Road,1577.0,3.0,65.0,3
6713,Sarjapur  Road,1157.0,2.0,74.0,3
6714,Sarjapur  Road,1700.0,3.0,118.0,3
6715,Sarjapur  Road,1691.0,3.0,120.0,3
6716,Sarjapur  Road,1770.0,3.0,180.0,3
6717,Sarjapur  Road,1929.0,3.0,103.0,3
6718,Sarjapur  Road,1308.0,2.0,75.0,2
6719,Sarjapur  Road,2650.0,3.0,260.0,3
6720,Sarjapur  Road,1580.0,3.0,125.0,3
6721,Sarjapur  Road,1797.0,4.0,95.0,3
6722,Sarjapur  Road,1763.25,3.0,98.0,3
6723,Sarjapur  Road,1826.0,3.0,130.0,3
6724,Sarjapur  Road,1550.0,2.0,98.0,3
6725,Sarjapur  Road,1145.0,2.0,49.5,2
6726,Sarjapur  Road,534.0,1.0,19.65,1
6727,Sarjapur  Road,1450.0,2.0,75.0,3
6728,Sarjapur  Road,1819.0,3.0,100.0,3
6729,Sarjapur  Road,984.0,2.0,59.0,2
6730,Sarjapur  Road,1489.0,3.0,88.0,3
6732,Sarjapur  Road,702.0,1.0,52.0,1
6733,Sarjapur  Road,1242.0,2.0,75.0,2
6734,Sarjapur  Road,2275.0,4.0,185.0,3
6735,Sarjapur  Road,3200.0,4.0,350.0,4
6736,Sarjapur  Road,2100.0,3.0,135.0,3
6737,Sarjapur  Road,3335.0,4.0,290.0,4
6738,Sarjapur  Road,3009.0,3.0,331.0,3
6739,Sarjapur  Road,1700.0,3.0,93.5,3
6740,Sarjapur  Road,1862.0,4.0,110.0,3
6741,Sarjapur  Road,4000.0,5.0,578.0,4
6742,Sarjapur  Road,2275.0,4.0,175.0,3
6743,Sarjapur  Road,1314.0,2.0,110.0,2
6744,Sarjapur  Road,1787.0,3.0,116.0,3
6745,Sarjapur  Road,1691.0,3.0,93.01,3
6746,Sarjapur  Road,1028.0,2.0,56.0,2
6747,Sarjapur  Road,3005.0,5.0,275.0,4
6748,Sarjapur  Road,4395.0,4.0,242.0,4
6749,Sarjapur  Road,1181.0,2.0,65.0,3
6750,Sarjapur  Road,1691.0,3.0,100.0,3
6751,Sarjapur  Road,1026.0,2.0,60.55,2
6752,Sarjapur  Road,1350.0,2.0,85.0,2
6753,Sarjapur  Road,1157.0,2.0,72.0,3
6754,Sarjapur  Road,1019.0,2.0,62.0,2
6755,Sarjapur  Road,3418.0,3.0,235.0,4
6756,Sarjapur  Road,691.0,1.0,31.1,1
6757,Sarjapur  Road,994.0,2.0,45.0,2
6758,Sarjapur  Road,3913.0,5.0,176.0,4
6759,Sarjapur  Road,1130.0,2.0,55.0,2
6760,Sarjapur  Road,1881.0,3.0,145.0,3
6761,Sarjapur  Road,2275.0,4.0,182.0,3
6763,Sarjapur  Road,1525.0,2.0,65.0,3
6764,Sarjapur  Road,970.0,2.0,36.0,2
6765,Sarjapur  Road,1346.0,2.0,67.38,2
6766,Sarjapur  Road,1881.0,3.0,145.0,3
6767,Sarjapur  Road,1045.0,2.0,42.15,2
6768,Sarjapur  Road,2880.0,3.0,211.0,4
6769,Sarjapur  Road,3418.0,2.0,222.0,4
6770,Sarjapur  Road,984.0,2.0,45.91,2
6771,Sarjapur  Road,675.0,1.0,27.0,1
6772,Sarjapur  Road,1773.5,2.0,102.92,3
6773,Sarjapur  Road,1346.0,2.0,74.03,2
6774,Sarjapur  Road,10000.0,4.0,975.0,5
6775,Sarjapur  Road,3930.0,5.0,330.0,4
6776,Sarjapur  Road,1691.0,3.0,119.0,3
6777,Sarjapur  Road,1335.0,2.0,95.0,2
6778,Sarjapur  Road,1525.0,2.0,63.0,3
6779,Sarjapur  Road,1680.0,3.0,126.0,3
6780,Sarjapur  Road,1222.0,2.0,68.0,3
6781,Sarjapur  Road,3420.0,4.0,225.0,4
6782,Sarjapur  Road,1510.0,2.0,110.0,3
6783,Sarjapur  Road,1242.0,2.0,78.0,2
6784,Sarjapur  Road,984.0,3.0,140.0,3
6785,Sarjapur  Road,1665.0,3.0,74.93,3
6786,Sarjapur  Road,1129.0,2.0,69.0,2
6788,Sarjapur  Road,1850.0,3.0,140.0,3
6789,Sarjapur  Road,1034.0,2.0,38.0,2
6790,Sarjapur  Road,1113.0,2.0,44.5,2
6791,Sarjapur  Road,1879.0,3.0,155.0,3
6792,Sarjapur  Road,1157.0,2.0,75.0,3
6793,Sarjapur  Road,2425.0,5.0,175.0,4
6794,Sarjapur  Road,1323.0,2.0,74.0,2
6795,Sarjapur  Road,2500.0,4.0,225.0,4
6796,Sarjapur  Road,2289.0,3.0,178.0,3
6797,Sarjapur  Road,1505.0,2.0,60.0,3
6798,Sarjapur  Road,1314.0,2.0,70.44,3
6799,Sarjapur  Road,2100.0,3.0,130.0,3
6800,Sarjapur  Road,702.0,1.0,35.8,1
6801,Sarjapur  Road,1240.0,4.0,110.0,4
6802,Sarjapur  Road,1320.0,2.0,110.0,2
6803,Sarjapur  Road,1115.0,2.0,50.0,2
6805,Sarjapur  Road,1800.0,3.0,128.0,3
6806,Sarjapur  Road,2275.0,4.0,187.0,3
6807,Sarjapur  Road,1270.0,2.0,54.0,3
6808,Sarjapur  Road,1026.0,2.0,60.8,2
6809,Sarjapur  Road,3335.0,4.0,300.0,4
6810,Sarjapur  Road,1025.0,2.0,45.5,2
6811,Sarjapur  Road,1216.0,2.0,70.0,2
6813,Sarjapur  Road,1112.0,2.0,62.0,2
6814,Sarjapur  Road,1273.0,2.0,60.0,2
6815,Sarjapur  Road,4250.0,4.0,610.0,4
6816,Sarjapur  Road,1157.0,2.0,69.0,3
6817,Sarjapur  Road,1000.0,2.0,40.0,2
6818,Sarjapur  Road,1026.0,2.0,60.8,2
6819,Sarjapur  Road,1150.0,2.0,48.5,2
6821,Sarjapur  Road,1600.0,3.0,120.0,3
6822,Sarjapur  Road,1370.0,2.0,70.0,2
6823,Sarjapur  Road,1346.0,2.0,74.03,2
6824,Sarjapur  Road,475.0,1.0,26.0,1
6825,Sarjapur  Road,1197.0,2.0,56.86,2
6826,Sarjapur  Road,3040.0,4.0,135.0,4
6827,Sarjapur  Road,1857.0,4.0,155.0,3
6828,Sarjapur  Road,1750.0,3.0,185.0,4
6829,Sarjapur  Road,1660.0,2.0,116.0,3
6830,Sarjapur  Road,1194.0,2.0,57.0,2
6831,Sarjapur  Road,984.0,2.0,45.75,2
6833,Sarjapur  Road,1105.0,2.0,40.0,2
6835,Sarjapur  Road,3150.0,4.0,500.0,4
6836,Sarjapur  Road,1346.0,2.0,69.61,2
6837,Sarjapur  Road,6200.0,4.0,744.0,4
6838,Sarjapur  Road,2089.0,3.0,148.0,3
6839,Sarjapur  Road,1612.0,3.0,98.38,3
6840,Sarjapur  Road,1290.0,2.0,88.0,2
6841,Sarjapur  Road,1371.0,2.0,86.0,2
6842,Sarjapur  Road,2140.0,3.0,139.0,3
6843,Sarjapur  Road,1044.0,2.0,55.0,2
6844,Sarjapur  Road,1600.0,3.0,85.0,3
6845,Sarjapur  Road,2180.0,4.0,180.0,3
6846,Sarjapur  Road,1691.0,3.0,119.0,3
6847,Sarjapur  Road,2206.0,4.0,180.0,3
6848,Sarjapur  Road,1309.0,2.0,69.5,2
6849,Sarjapur  Road,1691.0,3.0,100.0,3
6850,Sarjapur  Road,1250.0,4.0,135.0,4
6851,Sarjapur  Road,1367.0,2.0,80.0,2
6852,Sarjapur  Road,1565.0,3.0,78.0,3
6853,Sarjapur  Road,4395.0,4.0,242.0,4
6854,Sarjapur  Road,1984.0,4.0,148.0,3
6855,Sarjapur  Road,1035.0,2.0,47.0,2
6856,Sarjapur  Road,1346.0,2.0,74.03,2
6857,Sarjapur  Road,1115.0,2.0,50.0,2
